deployment_id,timestamp,deployment_day_of_week,deployment_time_of_day,deployment_hour,build_duration_sec,code_churn_lines,time_since_last_deployment_hours,deployment_frequency_per_day,error_rate,http_status_code,rollback_occurred,rollback_frequency,test_coverage_pct,total_test_cases,failed_test_cases,latency_p50_ms,latency_p95_ms,latency_p99_ms,failure_label
16,2024-01-11 23:00:46,Thursday,23:00,23,136.57979566154523,148,24.234172341666667,0.9903371017435554,0.01746768328742095,200,0,0.125,66.33088397364271,412,3,360.6470948584169,1225.3105755407005,1214.3319012884008,0
17,2024-01-12 05:44:21,Friday,05:44,5,175.78505033459675,161,6.7262375727777775,3.568116609073112,0.0016800342904125132,200,0,0.11764705882352941,83.74760900287232,278,4,351.37577781496583,998.6244632662836,2133.0130231512007,0
18,2024-01-13 16:57:19,Saturday,16:57,16,155.7795964398091,143,35.21623263,0.681503903388998,0.013630520597733007,200,1,0.16666666666666666,87.47009615460544,320,2,332.76897043363715,1108.4910865636168,2081.9024402281257,0
19,2024-01-14 06:38:11,Sunday,06:38,6,87.29183730553346,162,13.680978235555557,1.7542605204667523,0.013602193968665546,200,0,0.15789473684210525,87.85141705639343,176,1,265.8074093522572,1397.774068255051,1567.0461503114655,0
20,2024-01-14 20:11:46,Sunday,20:11,20,173.17737575068384,157,13.559717598333334,1.769948365513889,0.013381600337245666,200,0,0.15,83.31851582508334,348,2,230.98478004017895,901.451007612372,1116.1333949992602,0
21,2024-01-14 21:05:32,Sunday,21:05,21,135.95962490046043,164,0.8960951386111111,10.0,0.01884668989870074,200,1,0.19047619047619047,90.75842671121805,463,0,302.1826206462122,885.1250709192223,1018.1470325476784,0
22,2024-01-15 09:30:46,Monday,09:30,9,149.04730285506207,164,12.420596957222221,1.9322742765632281,0.01646175058013761,200,0,0.18181818181818182,78.79712861570384,494,0,369.05582328291024,503.5489918647713,1432.2354241926173,0
23,2024-01-15 11:24:15,Monday,11:24,11,176.3289300747511,152,1.8913795255555557,10.0,0.0008394545248701202,200,1,0.21739130434782608,89.67299955507774,246,4,370.9443645521466,1113.426261521232,1013.8334103808404,0
24,2024-01-16 17:10:05,Tuesday,17:10,17,86.09469126702571,171,29.7639770725,0.8063438545709154,0.009421657014090264,200,0,0.20833333333333334,91.13092769877112,166,3,177.1245862676096,529.771907407132,1345.1089316555551,0
25,2024-01-17 15:40:30,Wednesday,15:40,15,123.7461047452738,155,22.507084791388888,1.0663309008007247,0.007959061124026669,200,0,0.2,87.87325133908391,322,1,257.08757095328764,1004.1484897283162,1629.2511103170077,0
26,2024-01-18 03:50:52,Thursday,03:50,3,106.39909070242747,162,12.172774037499998,1.9716130379208974,0.0062029444218160415,200,0,0.19230769230769232,73.36348120798276,250,4,266.18048904968737,1304.2337890322267,1182.1236479679312,0
27,2024-01-19 07:24:32,Friday,07:24,7,70.12492011220904,155,27.560975538888886,0.8707964624160598,0.009026734503081946,200,0,0.18518518518518517,70.29782258159797,335,1,394.40384188093833,1049.921070519663,1156.4166367473194,0
28,2024-01-19 18:37:37,Friday,18:37,18,202.0289813338139,192,11.218155916111112,2.139389056407396,0.15041328144109506,503,0,0.17857142857142858,70.57610436313533,333,19,991.8573074924772,3117.2710885250212,7526.124192168025,1
29,2024-01-20 14:59:15,Saturday,14:59,14,212.90447930545483,165,20.360375138611108,1.1787602063621492,0.008646677997573307,201,0,0.1724137931034483,77.2313982602651,364,3,251.81160431551763,1286.1684214493712,1878.205043534334,0
30,2024-01-21 00:41:48,Sunday,00:41,0,60.59727894229865,139,9.709134845833333,2.471898926226118,0.01958523731217285,200,0,0.16666666666666666,88.69947523920379,400,3,156.51447149639824,769.7170040825389,2401.683530144172,0
31,2024-01-21 03:21:59,Sunday,03:21,3,123.87017861326854,149,2.6698674555555555,8.989210288345943,0.0017726594949916152,201,0,0.16129032258064516,67.70085511881315,365,0,291.346290024799,1233.0317809458986,1518.7392456785187,0
32,2024-01-21 09:24:38,Sunday,09:24,9,225.3536011474449,190,6.044107235833333,3.970809759580812,0.26105239644405803,500,1,0.1875,64.09603049878334,178,5,764.4820300013297,3146.767743969214,6640.751989991433,1
33,2024-01-22 11:08:46,Monday,11:08,11,129.30773705796634,172,25.735615108055555,0.9325597969674216,0.009604734269420535,200,0,0.18181818181818182,85.29857150200513,251,3,358.61248933694077,669.9962967480012,1307.0375119326857,0
34,2024-01-23 05:42:36,Tuesday,05:42,5,121.04051816194908,156,18.56394511,1.292828644869873,0.012474844909990823,200,0,0.17647058823529413,67.56463941438743,272,2,338.1296651425905,1405.1338748441858,1927.5104759199119,0
35,2024-01-23 06:19:02,Tuesday,06:19,6,79.52742727939615,147,0.6072293458333334,10.0,0.016603659332353877,200,0,0.17142857142857143,73.66063917858591,203,1,265.1272899770447,700.6436829571957,1194.3785950149766,0
36,2024-01-23 07:32:32,Tuesday,07:32,7,92.03122213391264,175,1.2248926222222223,10.0,0.0972175466907136,404,0,0.16666666666666666,74.44922620677907,432,21,568.5503336242411,4960.630540825162,4151.928883840781,1
37,2024-01-24 13:34:02,Wednesday,13:34,13,171.54421818461398,215,30.025138644444443,0.7993301974124515,0.22528528284589422,502,0,0.16216216216216217,76.71071002536334,251,11,1069.551075847965,2906.7481847395925,4833.944826971158,1
38,2024-01-25 16:32:43,Thursday,16:32,16,48.35274032575063,174,26.97796687111111,0.8896148518033798,0.00819036960557428,200,0,0.15789473684210525,69.26958143442285,266,2,222.1145876045321,763.483377142903,1832.341564262814,0
39,2024-01-25 16:39:30,Thursday,16:39,16,166.81072771798057,187,0.11294081222222223,10.0,0.007494620450715197,200,0,0.15384615384615385,88.23632123944216,253,1,212.2549905266927,699.8602972741988,2390.4109941730594,0
40,2024-01-25 17:39:49,Thursday,17:39,17,158.5435036944715,166,1.0053501691666666,10.0,0.0185105864329379,200,0,0.15,77.0836403575894,194,1,384.7993582064405,513.9934101704627,1500.747285553108,0
41,2024-01-25 19:31:45,Thursday,19:31,19,126.8081341897878,165,1.8656239416666667,10.0,0.01657859782386024,201,0,0.14634146341463414,89.75958622077502,263,3,352.31145918837063,1232.3679001473156,1491.679103742635,0
42,2024-01-26 02:49:07,Friday,02:49,2,160.5596463180012,215,7.289253058611112,3.292518425004844,0.10745651044813402,500,0,0.14285714285714285,65.7629897806675,492,18,1172.3665427518426,2291.162392950133,4657.106263609029,1
43,2024-01-26 08:41:10,Friday,08:41,8,162.60113044504467,161,5.867587229722222,4.090267270067698,0.002162467049541921,200,0,0.13953488372093023,72.4260869913998,180,4,198.7984535689814,1292.3509643549305,2059.0614759372525,0
44,2024-01-29 02:34:39,Monday,02:34,2,132.85188798723289,169,65.89134809694444,0.364235983830371,0.008557390297059824,200,0,0.13636363636363635,68.82937837456723,313,4,185.82399785773362,756.6985464645652,1848.7129512792612,0
45,2024-01-29 05:14:14,Monday,05:14,5,156.640614416646,142,2.659717813611111,9.02351365140315,0.001973147534656181,200,0,0.13333333333333333,65.10111755720469,338,3,156.50738745428373,944.33516708297,2388.032360648677,0
46,2024-01-29 07:05:44,Monday,07:05,7,114.58812296941525,160,1.8583523277777776,10.0,0.012381861905422394,200,0,0.13043478260869565,79.36825209459056,442,4,209.26037722967,1159.1135216215475,1038.161351698659,0
47,2024-01-30 21:35:47,Tuesday,21:35,21,170.91943085008813,182,38.50088860277778,0.6233622358074208,0.0028738321452346782,200,0,0.1276595744680851,67.89323081702693,344,0,343.5476229285812,939.7685038881436,2062.2939069588047,0
48,2024-01-31 17:47:53,Wednesday,17:47,17,136.22750040764393,173,20.201609410833335,1.188024157477757,0.01044746527933602,200,0,0.125,75.57664961804181,441,0,210.00960469103745,1197.3257703179158,1495.4915340498314,0
49,2024-01-31 18:44:40,Wednesday,18:44,18,131.7918180262056,155,0.9463835788888889,10.0,0.00014439894007435507,200,0,0.12244897959183673,80.91033755340133,410,4,332.2758208987191,1133.9734084404422,1270.3504777276917,0
50,2024-02-01 10:14:59,Thursday,10:14,10,80.54786189507888,145,15.505483144444444,1.5478395465928523,0.006331926968252934,200,1,0.14,72.4435192163729,356,3,212.97706634185536,614.6478030221765,1765.5934337801484,0
51,2024-02-01 17:07:39,Thursday,17:07,17,135.0434549005598,163,6.877662594166667,3.489557632611369,0.01354381447345311,200,0,0.13725490196078433,69.73105589388511,201,0,248.8231244876679,1281.043121076968,1757.5956762699939,0
52,2024-02-03 08:21:56,Saturday,08:21,8,133.1612374084459,205,39.237932085833336,0.6116530286942692,0.22901576335488955,502,0,0.1346153846153846,78.8394886428718,198,23,603.8338845850434,2717.0769104110077,6682.751058654644,1
53,2024-02-04 14:27:56,Sunday,14:27,14,210.38935309196307,210,30.10002713722222,0.7973414738327987,0.13079851633108402,500,1,0.1509433962264151,64.32377147740951,155,19,788.6272914841859,3107.044098037836,5796.522263573964,1
54,2024-02-04 16:52:07,Sunday,16:52,16,96.46185300893575,161,2.403009072777778,9.98747789672596,0.017482075921324218,200,0,0.14814814814814814,67.71189128227309,373,2,244.09265682456692,655.0936062710023,1612.2469973523323,0
55,2024-02-05 12:26:09,Monday,12:26,12,180.32963870784596,181,19.56745233111111,1.2265265602227327,0.16213563734211484,503,0,0.14545454545454545,60.40435040295595,172,16,591.341435885901,3052.259644248065,6490.313960885195,1
56,2024-02-06 07:22:01,Tuesday,07:22,7,199.36699910559366,161,18.931013095,1.2677609951228022,0.000909730829445492,200,0,0.14285714285714285,90.92034174582341,294,3,177.40624658250056,893.1770315876004,1476.337209429527,0
57,2024-02-07 20:54:37,Wednesday,20:54,20,171.5968671695941,147,37.543399093888894,0.6392601783333621,0.016912526002300376,200,0,0.14035087719298245,66.02017398893065,259,4,272.47353553270625,779.9296216564434,1222.8177272649714,0
58,2024-02-08 12:43:58,Thursday,12:43,12,192.21286257504914,148,15.822379267222223,1.5168388770529984,0.018224686206293427,200,0,0.13793103448275862,91.39607308686276,361,0,244.67266583325056,727.8102906761314,1006.5605186514692,0
59,2024-02-08 20:51:21,Thursday,20:51,20,82.19867431555527,166,8.1231834875,2.954506695180693,0.016412547868380735,200,1,0.15254237288135594,65.1254010432947,449,0,323.72177145182,1305.3576701617758,2455.352593642031,0
60,2024-02-09 17:29:11,Friday,17:29,17,127.49388124688123,163,20.630385973611112,1.163332573161697,0.002558998818395297,200,0,0.15,88.58905370258594,190,3,354.39863673788653,1138.2322463602025,2415.2488445558906,0
61,2024-02-10 07:01:48,Saturday,07:01,7,79.72723311785664,153,13.54374889638889,1.7720352159215693,0.019958302688245756,200,0,0.14754098360655737,73.29777988666923,321,1,286.0624286239096,1065.4721315502504,1725.4755687642028,0
62,2024-02-10 10:16:52,Saturday,10:16,10,100.65067929810276,147,3.250932030833333,7.382498241234506,0.005171684431055477,200,0,0.14516129032258066,90.341899170787,335,4,158.0491055218342,725.9527108532538,2492.5776299125087,0
63,2024-02-10 16:54:41,Saturday,16:54,16,92.86555558041988,154,6.630518456111111,3.619626452872635,0.014484098256167402,200,0,0.14285714285714285,73.55752279316081,363,1,304.7305890586804,1418.0765622686413,2010.4814961733648,0
64,2024-02-11 10:06:46,Sunday,10:06,10,168.38544022545466,153,17.20141675611111,1.3952339124318682,0.018160697526714432,200,0,0.140625,82.6662706814195,455,3,163.8476825052348,691.1830390973163,1103.2863064113124,0
65,2024-02-12 00:44:41,Monday,00:44,0,111.13196126643841,179,14.631686860555556,1.6402756721577851,0.004713742286614189,200,0,0.13846153846153847,67.1608793836803,201,3,304.08908089975625,1294.950932824677,1176.577298623941,0
66,2024-02-12 10:38:04,Monday,10:38,10,162.39327667929058,150,9.889944392777778,2.426707274261948,0.01816517109354132,200,0,0.13636363636363635,71.54290490925095,219,1,321.2574873172971,1466.672666705293,2374.1662658044565,0
67,2024-02-12 20:05:32,Monday,20:05,20,146.14423113559812,153,9.457738319999999,2.5376045718296,0.0061896315838973395,200,0,0.13432835820895522,85.88934235493977,345,2,199.4419069043796,1227.092729224236,1945.0783032244426,0
68,2024-02-13 19:22:58,Tuesday,19:22,19,205.6273563236676,176,23.29058204111111,1.0304594345318063,0.019528264447681125,200,0,0.1323529411764706,79.27451804932814,300,3,354.83653718044275,1492.8587751846296,2264.775439986027,0
69,2024-02-14 09:59:39,Wednesday,09:59,9,73.21945219010966,145,14.611418381111111,1.6425510086704493,0.005625200407609492,200,0,0.13043478260869565,90.05516466825021,258,4,377.77128289351214,1151.0511169779468,2347.4044744507664,0
70,2024-02-14 15:22:13,Wednesday,15:22,15,169.07316339253796,160,5.375933126666666,4.4643412472805695,0.019068716495156703,200,0,0.12857142857142856,76.57628802521657,267,1,353.2717410284549,717.460343603895,1671.913016923579,0
71,2024-02-15 14:11:36,Thursday,14:11,14,165.12543046402547,178,22.82303696138889,1.0515690808634384,0.001070893017853498,200,0,0.1267605633802817,88.48493387697593,244,2,226.27729755302053,703.8194937165113,1072.7889273650396,0
72,2024-02-15 22:08:08,Thursday,22:08,22,90.9317406690538,179,7.942195711388889,3.021834373281014,0.014185440233396261,200,0,0.125,77.12179681191242,405,1,296.6607531114086,824.5642842554763,1282.4205233459832,0
73,2024-02-15 22:34:12,Thursday,22:34,22,233.99640642419706,208,0.4345139641666667,10.0,0.1780424889834718,503,0,0.1232876712328767,76.6959698515988,193,17,815.2733842717826,3895.7988885543336,6807.019089033994,1
74,2024-02-16 07:42:48,Friday,07:42,7,136.765073705918,166,9.143304077222222,2.624871687226147,0.009557541542454613,200,0,0.12162162162162163,90.91552829776967,216,2,230.16618155571248,1181.6984700828345,1283.109768547761,0
75,2024-02-16 14:23:35,Friday,14:23,14,117.03833090163073,153,6.679775906111112,3.5929349034064413,0.0044698862851168,200,0,0.12,73.88669105001416,305,4,355.0069555663563,768.6677846278276,1615.7993896838152,0
76,2024-02-16 14:25:19,Friday,14:25,14,96.16225795598001,133,0.02886922416666667,10.0,0.014111915795529839,200,0,0.11842105263157894,88.91993910125369,472,3,152.36878281542414,1315.1832322927528,1177.295215772478,0
77,2024-02-17 11:00:12,Saturday,11:00,11,99.83116919927849,158,20.581404595000002,1.1661011710459501,0.003816189828926142,200,0,0.11688311688311688,87.88550710382253,355,2,150.91167569616906,859.1726505593002,1250.099871708015,0
78,2024-02-18 07:36:20,Sunday,07:36,7,196.74342335250742,158,20.602291790833334,1.1649189441476808,0.011056835919695364,200,0,0.11538461538461539,70.6883707278442,423,3,339.92791508474187,979.9564934633127,1668.7326731075188,0
79,2024-02-18 10:21:28,Sunday,10:21,10,163.7761242812657,221,2.7522554641666668,8.720120756401792,0.27954828961542577,500,0,0.11392405063291139,69.71641117720799,304,22,1008.1644996233282,3893.522612027021,5945.142289405386,1
80,2024-02-19 07:09:25,Monday,07:09,7,152.37455005360107,160,20.799144440555555,1.15389361656642,0.019112427595627122,200,0,0.1125,66.962422520925,328,3,347.24429696307345,742.1721230472771,1701.4871862820614,0
81,2024-02-19 19:09:53,Monday,19:09,19,97.31852164163564,153,12.007627556944444,1.9987295480463114,0.0005726238767130565,201,0,0.1111111111111111,87.59118945575347,209,0,382.5067094720406,1221.2540974297397,1643.758041638593,0
82,2024-02-19 20:13:14,Monday,20:13,20,97.70514688224264,137,1.0558382555555554,10.0,0.003994565602224731,200,0,0.10975609756097561,69.7127388545944,223,2,179.47657795507106,1255.117789305417,1966.7170389698251,0
83,2024-02-20 20:01:07,Tuesday,20:01,20,162.86946832374798,137,23.798056723055556,1.0084857044965694,0.0048462121277489546,201,0,0.10843373493975904,66.91199693741564,198,4,207.9962462459221,720.9981575236352,2405.784323313782,0
84,2024-02-21 03:30:50,Wednesday,03:30,3,118.80579081530034,178,7.495488290833333,3.201926154611033,0.07648897783601193,500,0,0.10714285714285714,73.86933811928054,420,11,584.2998578928192,3901.1292302693328,4770.139270895093,1
85,2024-02-21 07:32:21,Wednesday,07:32,7,110.4675181233155,168,4.025182055277778,5.9624632303354925,0.004654604837401071,204,0,0.10588235294117647,80.57689774219037,222,4,194.30904944308836,850.2019253129683,1148.8902239637923,0
86,2024-02-21 13:34:50,Wednesday,13:34,13,126.19095938752812,159,6.041218070833333,3.972708768099379,0.009826981805375706,200,0,0.10465116279069768,88.08275788111382,345,2,320.55731689414597,1271.9062434000891,2279.209166636353,0
87,2024-02-23 01:24:02,Friday,01:24,1,128.89804106440184,171,35.820216626666664,0.6700126984193892,0.01744931046517078,200,1,0.11494252873563218,91.30454818908689,328,4,282.61575001020384,1122.4833190290374,1759.5950569786887,0
88,2024-02-23 07:53:43,Friday,07:53,7,118.73173502443453,155,6.4946075675,3.6953733925510197,0.014241268428183415,200,0,0.11363636363636363,76.86629783938632,197,1,170.7984192128768,975.983054860547,2149.6075353526635,0
89,2024-02-23 10:01:07,Friday,10:01,10,138.85369233835732,165,2.123459231111111,10.0,0.01159923961070222,200,0,0.11235955056179775,66.6320669206023,221,0,221.31591548538321,1279.3632650477182,1323.132855410922,0
90,2024-02-25 00:35:41,Sunday,00:35,0,175.46334104635105,206,38.57608887888889,0.6221470526820104,0.2059383460923082,502,0,0.1111111111111111,60.615731377214935,262,11,875.0834917646406,4275.665685400373,5198.791325520018,1
91,2024-02-25 05:06:41,Sunday,05:06,5,150.71231409107656,171,4.516617863333333,5.313710552056231,0.013879842167785513,200,0,0.10989010989010989,80.25967791804631,394,2,363.08752917095853,1253.6218805843591,2385.769936289044,0
92,2024-02-25 09:40:59,Sunday,09:40,9,146.15900374573562,205,4.571549803333333,5.2498607764265115,0.09657919412963338,200,0,0.10869565217391304,78.10937384274831,458,15,1068.4314233931404,3954.4282637872097,4590.894113588527,1
93,2024-02-25 13:45:27,Sunday,13:45,13,115.0545715724921,161,4.074423501388889,5.890403879670064,0.01572734771923396,200,0,0.10752688172043011,73.35025972738912,308,3,305.4707903637333,1378.6215968075724,1158.8185322107033,0
94,2024-02-26 07:20:06,Monday,07:20,7,166.81670016569282,137,17.57765600833333,1.3653697619649583,0.005001135170203064,200,0,0.10638297872340426,78.56476025177547,423,3,274.0082224853537,1283.673593019604,2342.9422212345085,0
95,2024-02-28 12:22:55,Wednesday,12:22,12,156.31265156508553,185,53.04685937027777,0.45243017748657205,0.008340974566418018,200,1,0.11578947368421053,74.14434932033984,417,1,224.67099595353358,908.0141669982687,2188.731591055107,0
96,2024-02-28 21:48:33,Wednesday,21:48,21,76.94991919816276,164,9.427222723888889,2.545818710656238,0.007009404046358559,204,0,0.11458333333333333,85.43932042917872,453,0,179.8112278298153,1481.808022717827,2126.316664771735,0
97,2024-03-01 02:07:13,Friday,02:07,2,137.30179651232706,140,28.311159690277776,0.8477222502560269,0.017176278293497136,200,0,0.1134020618556701,79.68512980530132,179,0,252.2690086415239,879.5936438224398,1055.0922833588734,0
98,2024-03-01 09:43:05,Friday,09:43,9,55.76211627188164,170,7.597862050555555,3.158783331456396,0.002530889174268163,204,0,0.11224489795918367,88.67488990216103,246,4,157.12962347782315,1138.6253991024257,2198.443787885457,0
99,2024-03-01 17:07:54,Friday,17:07,17,143.47191113770788,197,7.413527078611111,3.2373254653972734,0.2117675415647185,503,0,0.1111111111111111,65.66795389141188,400,12,946.7621947368402,3149.1150512547856,6638.817928588367,1
100,2024-03-02 04:09:27,Saturday,04:09,4,144.13261493581493,229,11.025965870555556,2.1766800552222945,0.166068092331085,200,0,0.11,72.8018079317234,156,24,870.3469864274116,2466.620274501462,4394.060293874135,1
101,2024-03-02 19:52:16,Saturday,19:52,19,91.82375489558548,150,15.713578686944444,1.5273414464103134,0.014095916722643733,200,1,0.1188118811881188,87.9794808202679,241,0,254.65129641797876,1203.9859218646632,1865.7022523038863,0
102,2024-03-02 22:57:25,Saturday,22:57,22,95.79869340779463,185,3.0856696394444443,7.777890313728157,0.018101562555889624,200,0,0.11764705882352941,80.04491421311118,262,0,161.0738577492481,1253.3775452463683,1397.4711593753245,0
103,2024-03-03 00:03:31,Sunday,00:03,0,151.74104235505007,157,1.1016658472222223,10.0,0.008692153077345069,200,0,0.11650485436893204,70.58470802987615,408,0,297.2650383813228,565.7767034111446,1992.0223094678795,0
104,2024-03-03 16:49:18,Sunday,16:49,16,71.00194696766239,154,16.76306319861111,1.4317192338682168,0.009761845205299517,200,1,0.125,81.834710868818,256,1,287.42106396330905,1263.4178142206717,1912.1056715486225,0
105,2024-03-04 06:20:53,Monday,06:20,6,102.85357395402363,165,13.526404634722223,1.774307411918767,0.018548456729655244,200,1,0.13333333333333333,74.65835265344555,212,1,169.52607600522822,1274.7234292206012,1162.224397019894,0
106,2024-03-04 09:00:57,Monday,09:00,9,145.87543981536135,131,2.667725185277778,8.996428917209098,0.010419827772987143,204,1,0.14150943396226415,87.79895153188578,420,4,385.7907631151098,1171.7727263622298,1984.0218693872596,0
107,2024-03-04 19:49:54,Monday,19:49,19,102.79999533087089,162,10.81604424,2.2189258353107473,0.00975196876099122,200,0,0.14018691588785046,77.23909294345665,348,3,174.84569473771504,791.9096137903437,2385.932364737395,0
108,2024-03-04 22:02:46,Monday,22:02,22,116.74105044761599,161,2.2142578247222224,10.0,0.011566582054086083,200,0,0.1388888888888889,84.61391666890025,496,2,363.708537809334,989.6900421608815,1241.6648577787496,0
109,2024-03-05 04:03:50,Tuesday,04:03,4,151.0464998610262,150,6.0177545,3.9881985880281428,0.013784594727259038,200,0,0.13761467889908258,67.5794776061784,486,3,150.0774329787515,610.4343713087164,1895.593031414331,0
110,2024-03-05 12:25:54,Tuesday,12:25,12,139.75411292377964,157,8.367963386944444,2.8680813825553297,0.0021376675017406276,200,0,0.13636363636363635,75.69265735016334,295,1,370.5702737613458,971.5870664591527,1512.798057905041,0
111,2024-03-05 20:59:23,Tuesday,20:59,20,134.47456276366154,190,8.558073622777778,2.8043694244605115,0.07213057880368211,500,0,0.13513513513513514,64.54298177673893,210,21,735.9260381587741,3529.168116699443,5225.830925401802,1
112,2024-03-06 07:09:46,Wednesday,07:09,7,113.13072022554864,180,10.17302399861111,2.359180515378381,0.008710100549065186,200,0,0.13392857142857142,86.828427815883,269,4,339.453007973029,849.0969864940821,1430.5002686184548,0
113,2024-03-06 09:21:46,Wednesday,09:21,9,137.95213903441345,140,2.199976583888889,10.0,0.0014469701979497108,200,0,0.13274336283185842,69.31840166390707,210,2,240.42270282506323,662.6004084036986,1531.195954521543,0
114,2024-03-06 10:42:56,Wednesday,10:42,10,129.91596261012555,191,1.352798181111111,10.0,0.09007725987889222,503,0,0.13157894736842105,75.10677859007944,458,16,707.4712223668222,3571.7350301131914,5633.67482999477,1
115,2024-03-06 20:48:44,Wednesday,20:48,20,141.0231963474025,161,10.096681361666668,2.377018659925136,0.007538999433725442,200,0,0.13043478260869565,73.90502683912175,175,2,250.43630135624463,576.5686418201162,2472.327606875831,0
116,2024-03-07 15:11:20,Thursday,15:11,15,107.60737912087076,139,18.37657450388889,1.3060105404802766,0.002007349901901079,200,0,0.12931034482758622,82.55987013337703,264,2,167.72698058296044,1419.9013664369213,1937.1998831091223,0
117,2024-03-08 20:47:26,Friday,20:47,20,118.61008589671606,181,29.601787148333337,0.8107618597396498,0.012675580790865011,201,0,0.1282051282051282,85.4388585062207,189,2,341.87667384884105,1030.4106879754033,1751.058385740828,0
118,2024-03-09 01:34:47,Saturday,01:34,1,90.35147726067952,166,4.788957933055555,5.011528673981689,0.017602627068672834,200,0,0.1271186440677966,85.23721843781357,493,4,167.81317133034125,896.7419712627396,1575.57302425049,0
119,2024-03-10 09:00:03,Sunday,09:00,9,123.77473364978174,164,31.421183302777777,0.7638159189847662,0.017755070188279726,200,0,0.12605042016806722,78.76659952027288,265,1,380.5301089903045,1035.029212768784,1809.0618382360415,0
120,2024-03-10 14:36:41,Sunday,14:36,14,96.61496977299043,169,5.610473408055556,4.277713885167094,0.019153269496179463,200,1,0.13333333333333333,86.89215452163009,285,0,162.74350894791533,1128.2932284815527,1570.158998073706,0
121,2024-03-10 15:48:44,Sunday,15:48,15,86.00837424433024,159,1.2008566347222223,10.0,0.01735410919533376,201,0,0.1322314049586777,76.80110823445183,426,2,269.83131944287885,1421.878793369349,1539.86189124051,0
122,2024-03-10 21:54:45,Sunday,21:54,21,134.0531401749386,146,6.100385869722222,3.9341773639464592,4.281838690950446e-05,200,0,0.13114754098360656,68.34477526298018,448,0,330.7586077126989,678.6929522863134,1695.9198125830196,0
