deployment_id,timestamp,deployment_day_of_week,deployment_time_of_day,deployment_hour,build_duration_sec,code_churn_lines,time_since_last_deployment_hours,deployment_frequency_per_day,error_rate,http_status_code,rollback_occurred,rollback_frequency,test_coverage_pct,total_test_cases,failed_test_cases,latency_p50_ms,latency_p95_ms,latency_p99_ms,failure_label,log_prob,fused_risk,fused_pred,log_only_pred,text,language,llm_prediction
24,2024-01-16 17:10:05,Tuesday,17:10,17,86.09469126702571,171,29.7639770725,0.8063438545709154,0.0094216570140902,200,0,0.2083333333333333,91.13092769877112,166,3,177.1245862676096,529.771907407132,1345.1089316555551,0,0.0013870641,0.4008322385256179,0,0,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
25,2024-01-17 15:40:30,Wednesday,15:40,15,123.7461047452738,155,22.507084791388888,1.066330900800725,0.0079590611240266,200,0,0.2,87.87325133908391,322,1,257.08757095328764,1004.1484897283162,1629.2511103170075,0,0.0013870641,0.4008322385256179,0,0,"Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Na mfomso ho mmara biara nni hɔ a emu da hɔ, mfomso ho nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
26,2024-01-18 03:50:52,Thursday,03:50,3,106.39909070242749,162,12.172774037499998,1.9716130379208976,0.006202944421816,200,0,0.1923076923076923,73.36348120798276,250,4,266.18048904968737,1304.2337890322267,1182.1236479679312,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe ho asɛm bi wɔ hɔ a.",ak,YES
27,2024-01-19 07:24:32,Friday,07:24,7,70.12492011220904,155,27.560975538888886,0.8707964624160598,0.0090267345030819,200,0,0.1851851851851851,70.29782258159797,335,1,394.40384188093833,1049.921070519663,1156.4166367473194,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe ho asɛm bi wɔ hɔ a.",ak,YES
28,2024-01-19 18:37:37,Friday,18:37,18,202.0289813338139,192,11.218155916111112,2.139389056407396,0.150413281441095,503,0,0.1785714285714285,70.57610436313533,333,19,991.8573074924772,3117.2710885250212,7526.124192168025,1,0.99227977,0.9953679084777832,1,1,Nhyehyɛe no mma me kwan sɛ minwie me ka wɔ application no ho. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
29,2024-01-20 14:59:15,Saturday,14:59,14,212.90447930545483,165,20.360375138611108,1.1787602063621492,0.0086466779975733,201,0,0.1724137931034483,77.2313982602651,364,3,251.81160431551763,1286.1684214493712,1878.205043534334,0,0.0013870641,0.4008322385256179,0,0,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
30,2024-01-21 00:41:48,Sunday,00:41,0,60.59727894229865,139,9.709134845833333,2.471898926226118,0.0195852373121728,200,0,0.1666666666666666,88.69947523920379,400,3,156.51447149639824,769.7170040825389,2401.683530144172,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.",ak,YES
31,2024-01-21 03:21:59,Sunday,03:21,3,123.87017861326854,149,2.6698674555555555,8.989210288345943,0.0017726594949916,201,0,0.1612903225806451,67.70085511881315,365,0,291.346290024799,1233.0317809458986,1518.7392456785187,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma me kwan sɛ minwie me ka wɔ application no ho. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
32,2024-01-21 09:24:38,Sunday,09:24,9,225.3536011474449,190,6.044107235833333,3.970809759580812,0.261052396444058,500,1,0.1875,64.09603049878334,178,5,764.4820300013297,3146.767743969214,6640.751989991433,1,0.99227977,0.9953679084777832,1,1,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. Kindly assist me to resolve this so I can continue my application.",en,YES
33,2024-01-22 11:08:46,Monday,11:08,11,129.30773705796634,172,25.735615108055555,0.9325597969674216,0.0096047342694205,200,0,0.1818181818181818,85.29857150200513,251,3,358.61248933694077,669.9962967480012,1307.0375119326857,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. I have been trying for the past two hours without success.",en,YES
34,2024-01-23 05:42:36,Tuesday,05:42,5,121.04051816194908,156,18.56394511,1.292828644869873,0.0124748449099908,200,0,0.1764705882352941,67.56463941438743,272,2,338.1296651425905,1405.1338748441858,1927.510475919912,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
35,2024-01-23 06:19:02,Tuesday,06:19,6,79.52742727939615,147,0.6072293458333334,10.0,0.0166036593323538,200,0,0.1714285714285714,73.66063917858591,203,1,265.1272899770447,700.6436829571957,1194.3785950149766,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
36,2024-01-23 07:32:32,Tuesday,07:32,7,92.03122213391264,175,1.2248926222222225,10.0,0.0972175466907136,404,0,0.1666666666666666,74.44922620677907,432,21,568.5503336242411,4960.630540825162,4151.928883840781,1,0.99227977,0.9953679084777832,1,1,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. I have tried using different browsers but the issue remains.",en,YES
37,2024-01-24 13:34:02,Wednesday,13:34,13,171.54421818461398,215,30.025138644444443,0.7993301974124515,0.2252852828458942,502,0,0.1621621621621621,76.71071002536334,251,11,1069.551075847965,2906.7481847395925,4833.944826971158,1,0.99227977,0.9953679084777832,1,1,Mibɔ mɔdɛŋ shii abɔ ŋmɛnɛ shi portal lɛ yaa nɔ ekpooɔ nibii ni akɛtsuɔ nii lɛ. Mijieɔ mi cache lɛ hu ni mikɛ naagba nɛɛ nɔŋŋ kpeɔ lolo.,ga,YES
38,2024-01-25 16:32:43,Thursday,16:32,16,48.35274032575063,174,26.97796687111111,0.8896148518033798,0.0081903696055742,200,0,0.1578947368421052,69.26958143442285,266,2,222.1145876045321,763.483377142903,1832.341564262814,0,0.0013870641,0.4008322385256179,0,0,I have attempted payment several times today but the portal keeps rejecting the transaction. I am doing this from Accra using a stable internet connection.,en,YES
39,2024-01-25 16:39:30,Thursday,16:39,16,166.81072771798057,187,0.1129408122222222,10.0,0.0074946204507151,200,0,0.1538461538461538,88.23632123944216,253,1,212.2549905266927,699.8602972741988,2390.4109941730594,0,0.0013870641,0.4008322385256179,0,0,The system is not allowing me to complete my payment for the application. I even tried using another laptop but nothing changed.,en,YES
40,2024-01-25 17:39:49,Thursday,17:39,17,158.5435036944715,166,1.0053501691666666,10.0,0.0185105864329379,200,0,0.15,77.0836403575894,194,1,384.7993582064405,513.9934101704627,1500.747285553108,0,0.0013870641,0.4008322385256179,0,0,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒe la nyemate ŋu axe fea o. Akpe ɖe ŋunye nyuie be makpɔ esia gbɔ ale be mate ŋu ayi nye dɔbiagbalẽvia dzi.",ew,YES
41,2024-01-25 19:31:45,Thursday,19:31,19,126.8081341897878,165,1.865623941666667,10.0,0.0165785978238602,201,0,0.1463414634146341,89.75958622077502,263,3,352.31145918837063,1232.3679001473156,1491.679103742635,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
42,2024-01-26 02:49:07,Friday,02:49,2,160.5596463180012,215,7.289253058611112,3.292518425004844,0.107456510448134,500,0,0.1428571428571428,65.7629897806675,492,18,1172.3665427518426,2291.162392950133,4657.106263609029,1,0.99227977,0.9953679084777832,1,1,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Eyi fii ase sii anɔpa yi.",ak,YES
43,2024-01-26 08:41:10,Friday,08:41,8,162.60113044504467,161,5.867587229722222,4.090267270067698,0.0021624670495419,200,0,0.1395348837209302,72.4260869913998,180,4,198.7984535689814,1292.3509643549305,2059.0614759372525,0,0.0013870641,0.4008322385256179,0,0,Gbɛjianɔtoo lɛ haaa magbe minitsumɔ lɛ he nyɔmɔwoo lɛ naa. Enɛ je shishi leebi nɛɛ.,ga,YES
44,2024-01-29 02:34:39,Monday,02:34,2,132.85188798723289,169,65.89134809694444,0.364235983830371,0.0085573902970598,200,0,0.1363636363636363,68.82937837456723,313,4,185.8239978577336,756.6985464645652,1848.7129512792612,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
45,2024-01-29 05:14:14,Monday,05:14,5,156.640614416646,142,2.659717813611111,9.02351365140315,0.0019731475346561,200,0,0.1333333333333333,65.10111755720469,338,3,156.50738745428373,944.33516708297,2388.032360648677,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.",ak,YES
46,2024-01-29 07:05:44,Monday,07:05,7,114.58812296941524,160,1.8583523277777776,10.0,0.0123818619054223,200,0,0.1304347826086956,79.36825209459056,442,4,209.26037722967,1159.1135216215475,1038.161351698659,0,0.0013870641,0.4008322385256179,0,0,The system is not allowing me to complete my payment for the application. Please check from your side if there is a system issue.,en,YES
47,2024-01-30 21:35:47,Tuesday,21:35,21,170.91943085008813,182,38.50088860277778,0.6233622358074208,0.0028738321452346,200,0,0.1276595744680851,67.89323081702693,344,0,343.5476229285812,939.7685038881436,2062.2939069588047,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
48,2024-01-31 17:47:53,Wednesday,17:47,17,136.22750040764393,173,20.201609410833335,1.188024157477757,0.010447465279336,200,0,0.125,75.57664961804181,441,0,210.00960469103745,1197.3257703179158,1495.4915340498314,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
49,2024-01-31 18:44:40,Wednesday,18:44,18,131.7918180262056,155,0.9463835788888888,10.0,0.0001443989400743,200,0,0.1224489795918367,80.91033755340133,410,4,332.2758208987191,1133.9734084404422,1270.3504777276917,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.",ak,YES
50,2024-02-01 10:14:59,Thursday,10:14,10,80.54786189507888,145,15.505483144444444,1.5478395465928525,0.0063319269682529,200,1,0.14,72.4435192163729,356,3,212.97706634185536,614.6478030221765,1765.5934337801484,0,0.0013870641,0.4008322385256179,0,0,"Be fɛɛ be ni makliki nyɔmɔwoo nɔ lɛ, baafa lɛ shwieɔ shi loo etsɔɔ tɔmɔ ko ni nibii ni akɛtsuɔ nii lɛ eyaaa mli. Mijieɔ mi cache lɛ hu ni mikɛ naagba nɛɛ nɔŋŋ kpeɔ lolo.",ga,YES
51,2024-02-01 17:07:39,Thursday,17:07,17,135.0434549005598,163,6.877662594166667,3.489557632611369,0.0135438144734531,200,0,0.1372549019607843,69.73105589388511,201,0,248.8231244876679,1281.043121076968,1757.595676269994,0,0.0013870641,0.4008322385256179,0,0,"The system is not allowing me to complete my payment for the application. There was no clear error code, just a generic failure message.",en,YES
52,2024-02-03 08:21:56,Saturday,08:21,8,133.1612374084459,205,39.237932085833336,0.6116530286942692,0.2290157633548895,502,0,0.1346153846153846,78.8394886428718,198,23,603.8338845850434,2717.0769104110077,6682.751058654644,1,0.99227977,0.9953679084777832,1,1,"Mibɔ mɔdɛŋ shii abɔ ŋmɛnɛ shi portal lɛ yaa nɔ ekpooɔ nibii ni akɛtsuɔ nii lɛ. Ofainɛ, ye obua mi koni matsu enɛ he nii koni maya nɔ matsu mibimɔ lɛ he nii.",ga,YES
53,2024-02-04 14:27:56,Sunday,14:27,14,210.38935309196307,210,30.10002713722222,0.7973414738327987,0.130798516331084,500,1,0.1509433962264151,64.32377147740951,155,19,788.6272914841859,3107.044098037836,5796.522263573964,1,0.99227977,0.9953679084777832,1,1,Mete fexexe kpɔ zi geɖe egbea gake agbo la yi edzi le asitsatsa la gbem. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
54,2024-02-04 16:52:07,Sunday,16:52,16,96.46185300893576,161,2.403009072777778,9.98747789672596,0.0174820759213242,200,0,0.1481481481481481,67.71189128227309,373,2,244.09265682456692,655.0936062710023,1612.2469973523323,0,0.0013870641,0.4008322385256179,0,0,Mete fexexe kpɔ zi geɖe egbea gake agbo la yi edzi le asitsatsa la gbem. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
55,2024-02-05 12:26:09,Monday,12:26,12,180.32963870784596,181,19.56745233111111,1.2265265602227329,0.1621356373421148,503,0,0.1454545454545454,60.40435040295595,172,16,591.341435885901,3052.259644248065,6490.313960885195,1,0.99227977,0.9953679084777832,1,1,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. I am doing this from Accra using a stable internet connection.",en,YES
56,2024-02-06 07:22:01,Tuesday,07:22,7,199.3669991055937,161,18.931013095,1.2677609951228022,0.0009097308294454,200,0,0.1428571428571428,90.9203417458234,294,3,177.40624658250056,893.1770315876004,1476.337209429527,0,0.0013870641,0.0008322385256178677,0,0,"The system is not allowing me to complete my payment for the application. There was no clear error code, just a generic failure message.",en,NO
57,2024-02-07 20:54:37,Wednesday,20:54,20,171.5968671695941,147,37.543399093888894,0.6392601783333621,0.0169125260023003,200,0,0.1403508771929824,66.02017398893065,259,4,272.47353553270625,779.9296216564434,1222.8177272649714,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.",ak,YES
58,2024-02-08 12:43:58,Thursday,12:43,12,192.21286257504912,148,15.822379267222225,1.5168388770529984,0.0182246862062934,200,0,0.1379310344827586,91.39607308686276,361,0,244.67266583325056,727.8102906761314,1006.5605186514692,0,0.0013870641,0.4008322385256179,0,0,I am trying to pay the passport fee but the payment keeps failing on the portal. I have tried using different browsers but the issue remains.,en,YES
59,2024-02-08 20:51:21,Thursday,20:51,20,82.19867431555527,166,8.1231834875,2.954506695180693,0.0164125478683807,200,1,0.1525423728813559,65.1254010432947,449,0,323.72177145182,1305.3576701617758,2455.352593642031,0,0.0013870641,0.4008322385256179,0,0,Nuɖoanyia mele mɔ ɖem nam be mawu nye fexexe ɖe dɔbiagbalẽvia ta nu o. Mekɔ nye cache hã ŋu eye medze ŋgɔ kuxi ma ke kokoko.,ew,YES
